merchant_number,all_transactions,harmonic,sum_amounts
62006362051920,21,0.9665337979,1889265112
62006362040430,7,0.3913622626,7653012
62006362067596,179,9.2553013862,106637008
62006362064122,29,0.8182751619,965017
62006362023549,19,0.38785195450000004,590801897
62006362008803,73,3.1136917527,17712512
62006362068117,452,25.7872605828,735392008
62006362039954,98,8.5199004088,186123012
62006362042345,39,1.2387463969,389885050
62006362032196,12,0.20652313200000003,2501175024
62006362041569,58,2.7205023794,34878012
62006362009906,168,8.2806606792,86218012
62006362027413,1053,71.3016757079,130208111
62006362056903,12,0.8230816745,169296028
62006362040250,8,0.5216606304,4262008
62006362068585,31,0.7760955379000001,2129507119
62006362067587,1434,93.3087425546,558601016
62006362063432,64,1.1560902108,1159503114
62006362104248,3,0.0946065429,22007
62006362054574,8,1.2219259467,178878697
62006362055450,178,2.5480575629,48676109
62006362028608,109,1.6818544163,37994014
62006362106784,20,0.3171871616,689754012
62006362040373,5,0.5642662581,40248023
62006362100079,17,0.41254207470000004,7134012
62006362107658,705,9.975259135,277165013
62006362047852,17,0.6519198893,363153012
62006362105152,24,0.4549013262,15709015
62006362067566,249,11.0356539019,763099016
62006362061254,30,1.0039786659,1412382008
62006362068363,23,1.7621046817,32644016
62006362104771,86,1.8085946852,11596013
62006362038643,42,0.6647190554,24255022
62006362106374,51,0.8116361160000001,173723011
62006362106512,83,1.3557711591000001,52036011
62006362048401,210,5.6292464487,3702353012
62006362109439,99,1.2127833966,182306352
62006362106194,7,0.1066108909,111452008
62006362050961,29,2.5374462326,2120738103
62006362035856,685,17.828923362,184830506124
62006362100093,12,1.6095238095000002,24524012
62006362108992,146,1.791582814,16572007
62006362042671,243,3.8327196370000003,59668012
62006362065987,46,0.7105162340000001,35857017
62006362064985,1345,89.9517408538,847334023
62006362065907,156,15.4515686375,506978008
62006362060075,119,6.5611009121,57215019
62006362041759,106,1.671238698,299475112
62006362108933,10,0.12323924550000001,1032007
62006362036176,5,0.20128611700000001,14024
62006362111225,2,0.022988505700000002,2007
62006362054118,651,37.0030294573,115037012
62006362037085,11,0.2039800277,1654013
62006362005022,7,0.1960403349,7037
62006362052455,36,4.3772823323,21603012
62006362107255,74,1.1942629615,152315014
62006362109703,32,0.3929726083,606972007
62006362063111,18,2.4261346077,97153010
62006362048693,24,0.6363608111,25232008
62006362110172,64,0.7701637186,4528013009
62006362027835,33,0.5587949489,306153012
62006362058118,86,4.7457240708,186873012
62006362048098,20,0.9514757859,32862012
62006362051215,32,0.8228367643000001,244883022
62006362006518,75,2.5179965421,15429017
62006362034766,65,3.6032954229,2134982448
62006362031913,4,0.0881381381,4107
62006362100025,3,0.0448275862,3011
62006362103712,150,3.7436574028000003,200285883
62006362068652,19,0.5010402243000001,8790021
62006362060796,21,1.2886962429,709378000
62006362040513,3,0.099022865,3012
62006362102752,4,0.0841326151,553012
62006362049078,58,1.620811582,33153013
62006362040693,26,0.4303204017,4960983012
62006362041543,18,1.5558651878,134921103
62006362108235,12,0.1540640619,107864019
62006362105162,20,0.49596196340000004,76076022
62006362056242,6,0.2167729931,25523012
62006362047201,54,3.6034140748,10333165815
62006362052406,145,6.7012789589,948711123
62006362067442,11,0.8408460820000001,870016
62006362067616,6,0.18510486880000002,1593012
62006362107292,214,3.011304903,70135016
62006362104095,838,13.038044371,630015020
62006362101747,80,6.3363145885,12570012
62006362050856,46,0.7417850486,61572008
62006362023551,61,1.4476602624,5161923103
62006362026019,46,1.6915528064,1262073012
62006362050355,75,2.6968767672,29825462310
62006362111068,3,0.0347500668,3011
62006362109141,20,0.2632358406,4373009
62006362106410,24,0.43697059860000004,54729012
62006362067391,16,3.208460249,10892945
62006362034535,6,0.2101449275,6025
62006362057115,58,3.5775292611,70514052
62006362043261,15,0.5862776495,6403012
62006362109642,713,8.513138797,131947007
62006362045012,7,0.349302977,16027
62006362064851,1,0.0384615385,1004
62006362106321,40,0.6861555749,10385015
62006362108918,7,0.0902389363,4803507
62006362069647,27,0.9685908764000001,135974012
62006362060566,5,0.0734309555,6712008
62006362047635,9,0.6277573784,6662008
62006362048295,12,0.39008048160000003,49763012
62006362064407,11,0.214834765,90005020
62006362102778,14,0.4224212493,942186505
62006362102004,32,0.4710942341,34464015
62006362066331,1,0.0113636364,1004
62006362060722,64,1.4230547784,13718012
62006362105425,6,0.12320715460000001,17063011
62006362104980,6,0.11200983900000001,20994013
62006362101385,4,0.1455496805,4019
62006362110197,5,0.0600529101,44002007
62006362100533,38,0.7300189029,157384629
62006362100194,3,0.1100835054,3012
62006362059713,10,0.1355705609,7942014
62006362032689,11,0.8505796179,212426031
62006362101040,2,0.1538461538,2007
62006362066780,1,0.1428571429,1004
62006362008535,5,0.0710719956,1302008
62006362102856,4,0.0555555556,22008
62006362111159,2,0.022988505700000002,2007
62006362044705,4,0.3193277311,4023
62006362108341,7,0.0813081554,3063011
62006362068788,3,0.0340938443,1101004
62006362030851,2,0.0815508021,2008
62006362037812,659,39.8131989436,1689820512
62006362030324,3,0.0714285714,3021
62006362018624,2,0.0427031509,2008
62006362109572,11,0.1388308932,1027007
62006362039927,1,0.0212765957,1002
62006362045173,3,0.1134615385,52008
62006362107968,10,0.11809230820000001,50403009
62006362107847,3,0.043277310900000004,3011
62006362109051,2,0.030769230800000002,2007
62006362066849,4,0.1181457431,4013
62006362110549,2,0.0235294118,2003
62006362025740,56,0.8266652155,769142829
62006362107838,3,0.0361856109,952007
62006362105996,2,0.022727272700000002,2007
62006362046646,1,0.0113636364,1004
62006362002205,2,0.022727272700000002,11004
62006362042441,977,45.5836742474,409054347
62006362023161,4,0.056370215200000004,22008
62006362035258,20,0.3647234366,84252107
62006362107247,151,2.1052956781,140847538
62006362106227,173,2.9299288696,27509011
62006362060302,187,10.4749010334,17199437644
62006362069137,50,3.3388752006,25903012
62006362061663,609,38.6612635046,293395611
62006362108158,17,0.2342669838,464003011
62006362108095,43,0.6090361909,44737909
62006362107443,358,5.0985763462,56284020
62006362063140,909,58.0440432651,3453478012
62006362059770,16,0.8084734578,35083012
62006362043050,37,3.4870453964,205158130
62006362034279,275,4.5874841924,192803012
62006362103609,115,3.1126648782,56141015
62006362068639,210,13.4891159516,1111295620
62006362065624,1,0.0384615385,1004
62006362102767,700,15.8580091243,114534015
62006362037639,70,7.6610946866,22083934107
62006362030695,28,0.47682716620000004,484523020
62006362035620,227,9.2887275732,381972830
62006362100625,29,1.5326338540000002,63468012
62006362103978,194,4.6269842316,1531626019
62006362100975,13,0.2461056727,179654015
62006362009472,108,5.3404031099000004,112366396
62006362101033,1177,75.842734512,411366407
62006362046060,231,9.1315946972,32216312
62006362068591,125,2.7121151697,141098038
62006362059006,70,4.3821838067,27156135
62006362102049,1239,40.5708746267,248170103
62006362065063,276,9.751232956399999,1802605707
62006362100390,56,6.4689625845,7017012
62006362104621,387,6.517998552,78897007
62006362104181,87,1.6269983406000001,165620030
62006362061832,144,4.4142161504,89217008
62006362027976,507,10.5357954114,123166706
62006362017612,1349,59.6201232583,244820148
62006362023021,432,28.932048899,35004403033
62006362062426,103,2.6836258924000003,753766008
62006362026208,97,6.5561834229,389630525
62006362019297,83,1.4635409771,48803012
62006362062700,20,0.32108924580000003,27767903
62006362110836,2,0.022988505700000002,2007
62006362105546,21,0.3972040469,134160019
62006362061842,158,15.3994818745,34573307
62006362031184,119,5.7160698824,26423012
62006362062950,66,1.3942866323,9420362
62006362053510,71,3.3713033340000003,25441027
62006362032237,27,1.6174969317999999,1649105031
62006362023263,150,10.4053672131,48555111
62006362036028,89,1.9950430582,258233038
62006362065820,72,3.5638851199,230958123
62006362055001,112,9.6046989178,146328012
62006362022299,76,3.3678005248,787908022
62006362066204,24,3.8810663327,124264016
62006362040058,95,8.4022645578,654013119
62006362103388,19,0.44688460220000004,236605018
62006362067883,7,0.23260928830000002,23603012
62006362046059,75,4.593644991,1027602008
62006362104468,263,4.685889609,185026514
62006362056054,74,6.2314363348,172715107
62006362105950,20,0.2729689665,52434011
62006362107709,56,0.7352340811,73074013
62006362038846,109,2.5738761897,420486123
62006362018545,198,8.8097374001,117120107
62006362024924,47,1.0246083957,2065165028
62006362035106,82,1.4014896582,474224008
62006362065001,53,3.3478633428,15760012
62006362109269,2,0.03125,2007
62006362039655,7,0.1469756879,94003008
62006362101110,27,3.7786892443,28293012
62006362109641,41,0.4896476879,17822007
62006362029650,96,6.67845359,22403012
62006362107017,41,0.6463976817,2266025
62006362024860,718,64.7956882088,3540457924
62006362057672,66,2.8776896323,5802286000
62006362003601,414,10.4405506742,745974107
62006362057011,45,1.0677250309,26319016
62006362000326,58,3.0577423465,3337227122
62006362104536,13,0.3223269983,91304015
62006362064757,69,3.9554601769,1530929107
62006362014347,6,0.2565147271,105018
62006362054914,238,5.1719026015,377003012
62006362100965,34,1.4706640755,283623012
62006362021877,144,3.5083329894,177591524
62006362041932,7,0.2010389511,1703012
62006362027647,64,7.458688857,408363020
62006362031055,44,0.9831676020000001,2709112
62006362101914,112,3.2418642245,105145025
62006362063239,25,1.0161898425,562803012
62006362059632,17,0.5536293964,1499008129
62006362105932,22,0.3340322275,68793011
62006362014538,67,1.4831577613,61139024
62006362067194,42,2.2922089432,18883012
62006362039132,79,3.3409359135,46973012
62006362109137,41,0.5038006565,20163009
62006362048970,113,9.1558394689,362075634
62006362053788,26,2.5130376471,249722878
62006362064469,99,1.7409783259,50592000
62006362039823,22,0.4000729127,15884022
62006362045036,11,1.3622958209,707014012
62006362054235,409,12.2880197197,321662137
62006362034439,12,0.208750225,9743012
62006362063203,22,1.1373064526,28369107
62006362021417,27,3.2343517029,518003103
62006362101449,97,5.2359030846,1050603012
62006362101751,16,0.6489722055,29724016
62006362057020,10,0.22272554790000001,654454008
62006362043126,40,2.4150234881,415277158
62006362022321,29,0.739125278,93007034
62006362069461,7,0.1995369915,165016
62006362034898,38,0.6625114040000001,84870029
62006362033358,207,6.1812385914,36623017
62006362061802,10,0.6706396588,10044020
62006362106482,48,0.8146969298000001,5170872
62006362110062,7,0.08322175130000001,146702007
62006362009243,114,9.0154431647,4776433012
62006362106114,109,1.6600292758,736321003
62006362052256,7,0.1265353002,224024
62006362104109,8,0.36332347930000003,103072017
62006362105792,11,0.1981749647,761023
62006362056692,2,0.033333333300000004,11004
62006362065586,6,0.1061565017,11502008
62006362109888,202,2.3867817134,70820517
62006362107394,6,0.0879788718,43015
62006362111298,3,0.0347653668,12007
62006362058709,8,0.15824622300000002,120015029
62006362049995,1,0.0357142857,1004
62006362055777,67,1.5210456729000001,8147517
62006362108210,4,0.0521148101,440002007
62006362041319,63,0.7326809258,242223101
62006362035272,25,0.3515330452,118987123
62006362110725,2,0.023255814000000003,2007
62006362044680,2,0.0511494253,2008
62006362068309,34,1.3004740697,470776012
62006362058669,25,1.7718163909,74498103
62006362033951,5,0.1048335722,5119
62006362053853,4,0.08799840510000001,60003018
62006362062466,1,0.016949152500000002,1004
62006362045074,83,2.1286000408,39783012
62006362042193,39,31.0285714286,19321008
62006362034324,4,0.047870733900000004,4014
62006362063696,7,0.30562014870000004,1105020
62006362108963,9,0.10269182240000001,1913012
62006362111730,4,0.045718713700000004,13009
62006362100663,5,1.083100178,5016
62006362107271,18,0.2398223437,18992008
62006362052374,31,1.8154298179000001,515672008
62006362049974,4,0.0583435333,22008
62006362065972,17,0.4362936456,2416017
62006362038786,823,51.0851940962,171722036
62006362012924,3,0.0626436782,3012
62006362001074,2,0.022988505700000002,11004
62006362031596,4,0.0568868108,22008
62006362065128,15,0.2043468104,508012
62006362109638,11,0.1350504612,208002007
62006362042825,12,10.1542207792,3002008
62006362045205,2,0.0467391304,2006
62006362004731,1,0.0175438596,1004
62006362016272,1,0.033333333300000004,1004
62006362069631,2,0.04,2011
62006362039067,131,3.3311213771,82034012
62006362037864,1,0.025,1002
62006362063663,2,0.0984555985,2008
62006362062147,3,0.0786143286,3012
62006362058705,4,0.0558052434,22008
62006362019619,4,0.0577385726,22008
62006362107044,7,0.11325790070000001,16903011
62006362035529,8,0.1199435573,550024025
62006362103515,180,3.9403212818,1270296900
62006362005718,432,28.8654225119,787653012
62006362066953,229,8.0028384845,31305015
62006362008378,232,3.3929380681,60936116
62006362027684,310,5.935648989,119153028
62006362065248,56,2.0656943739,2448584025
62006362054614,154,3.0937304904,288466022
62006362061415,48,2.7138203336,247565012
62006362010286,595,49.0846417243,427767012
62006362100721,181,10.3302548308,98559042
62006362109961,12,0.1433573286,208046014
62006362040579,31,1.4115961139,554776030
62006362109394,26,0.3068780112,395314007
62006362059103,69,7.6049742195,1722617765
62006362042182,77,4.9590736776,604173012
62006362101509,196,9.838599975,182333012
62006362064146,38,0.8854000021,9935020
62006362052238,664,27.7223520424,88880100
62006362064806,66,3.9348358634,482753090
62006362064429,389,8.9238221431,90775512
62006362023620,190,10.2357146655,114634016
62006362062905,42,1.9459484973,36303012
62006362061993,174,3.5691733254,7153027
62006362100305,129,7.2965668998,620540016
62006362108447,98,1.3573751344,84298811
62006362022058,170,2.3007419265999998,652475028
62006362043896,1472,90.5570304882,1258495353
62006362009157,28,0.49353532120000004,14689025
62006362105489,54,0.9069791458,2687398870
62006362103070,38,0.9235370267,167157517
62006362008688,100,2.1946739557,22434016
62006362103419,133,8.1072352975,55888012
62006362107337,4,0.055775391,452007
62006362005966,5,0.1332053102,14016
62006362031361,63,1.4866845258999999,22456123
62006362014307,46,0.8018864995,93894107
62006362038286,528,28.6411783651,7469464111
62006362038497,1033,47.7962045912,102759397
62006362068298,178,13.2623822439,496452004
62006362057409,173,5.612514217,134337956
62006362003543,18,0.3528312031,10588012
62006362048145,15,0.391107134,142187024
62006362041983,118,4.8257088645,783034012
62006362104794,360,8.8149712967,324368655
62006362029959,68,1.8549148637,2391932107
62006362012569,139,2.6452942644,44566017
62006362047796,196,8.0327500335,598521004
62006362107427,56,0.8996554384000001,81258561
62006362065728,584,28.748566548,2912711004
62006362048396,17,2.9252047239000003,45953012
62006362058963,57,3.9562050664,1981858132
62006362004119,244,8.8815283822,102611219
62006362105398,1537,26.9441726228,176721527
62006362062337,76,2.5208281221,282810414
62006362068814,113,15.9610943497,18481012
62006362058622,61,4.1327058702,1939953103
62006362010919,71,2.6634842441,21174017
62006362050677,25,0.9266162361,23573012
62006362069402,114,2.8236819375,53789000
62006362056868,48,3.2725892871,631649023
62006362063228,193,16.169072404,1683258107
62006362040911,12,0.3241836791,260403012
62006362047699,16,0.5117172721000001,17615023
62006362068883,28,0.8102846259,10193012
62006362040736,19,2.0119713528,358794024
62006362009144,82,1.5703505974,568573016
62006362109374,29,0.36907138310000004,139222007
62006362009156,451,29.7529732529,926565021
62006362066833,7,0.17670646240000001,65006033
62006362027753,45,0.7252274154,115565028
62006362063576,47,1.2976716206,31785312
62006362100729,24,3.0002608255,9326008
62006362021687,346,8.986967356000001,28940217
62006362108258,118,1.4513641141,417643011
62006362068648,76,3.7323883488,102508021
62006362028418,159,5.451974148,1590859107
62006362110027,11,0.1375524904,47014009
62006362054590,41,0.721856511,119557027
62006362061786,14,0.5709064264,276306012
62006362011177,96,2.2452797377,510604019
62006362040411,58,1.9272534278000002,82412008
62006362045373,72,4.6162930656,181351004
62006362109220,17,0.2345656976,6379015
62006362035688,4,0.0585858586,22008
62006362066195,179,15.3441495276,99071004
62006362015009,338,8.3908938975,344665123
62006362031852,6,0.2259440889,15028
62006362107814,28,0.3696861403,117673009
62006362107338,31,0.412673414,141305012
62006362110136,18,0.20793718300000003,71054507
62006362064262,64,1.0447716371,39982008
62006362044248,15,0.2517533006,403505108
62006362024874,17,0.7486219268000001,1617406024
62006362013626,120,2.7414559068,117101527
62006362044950,96,4.9811393573,993330016
62006362037371,65,1.2371545494,1953352119
62006362025418,123,2.3751605225,51326027
62006362106270,5,0.0662120316,10993009
62006362030627,45,1.2973087151,119088012
62006362053690,12,0.1508199914,1187020
62006362005588,3,0.3023809524,3016
62006362018592,17,0.3233186401,165476805
62006362060573,49,3.5489344618,3011636000
62006362028791,41,0.5818711607,21631369
62006362101430,47,8.7168620687,21113012
62006362107095,45,0.6369315943,75594012
62006362032617,115,4.1880066071,99629016
62006362038094,3,0.08422035480000001,7201004
62006362055175,9,0.9414654594,1803012
62006362027070,108,3.30980073,11696605
62006362042311,35,1.7317387699,6599032128
62006362023449,2,0.037820512800000004,2004
62006362039074,142,5.3098763667,477922512
62006362003402,58,2.140883857,135283012
62006362045760,85,3.5748517964,268500012
62006362014677,45,1.9425324617,8026864107
62006362023945,3,0.0482729921,12008
62006362106454,239,3.6379767997,87579019
62006362062029,14,0.6432117862,25777024
62006362104140,76,3.1079724927,258394015
62006362029221,16,0.2348416703,2225864014
62006362058077,22,2.381602359,4132008
62006362036767,90,2.4735999513999998,169880212
62006362110643,5,0.0586932447,14014
62006362069183,15,1.2158417015,2653012
62006362061097,3,0.0651629073,3012
62006362069279,45,2.6465800891,239055111
62006362041140,9,1.1310663949,56533012
62006362062295,42,1.5446991141000002,2857377004
62006362027591,3,0.0520421607,3103
62006362102086,22,0.9899144733,89478500
62006362106444,5,0.0894812705,5019
62006362000994,2,0.022988505700000002,11004
62006362061213,24,1.0394368958,21311004
62006362062852,50,1.8392422081,1072294004
62006362013746,11,0.3422280405,37104107
62006362031544,3,0.0626436782,3012
62006362108155,74,1.1457724873,41383660
62006362061536,24,0.6591320346,229504762
62006362109598,17,0.20701364930000002,8852008
62006362100175,5,0.08302805270000001,5018
62006362104126,8,0.19555555560000001,35017
62006362068142,4,0.14281045750000002,103012
62006362108373,9,0.12195294940000001,384014
62006362109854,71,0.9337751718,63329007
62006362111705,2,0.022471910100000003,2007
62006362111366,6,0.0680541369,102008
62006362064850,128,14.304072038,82939008
62006362061183,7,0.09942081500000001,3143873
62006362044739,4,0.0834767642,4016
62006362055354,12,0.22518770800000001,132534107
62006362009112,5,0.0745993762,14027
62006362034910,14,0.204174029,1307025
62006362107993,22,0.29819969830000004,16142015
62006362106315,71,0.9793978084,10852011
62006362024431,3,0.25,3019
62006362110561,2,0.0238095238,2007
62006362101400,4,0.0562091503,22006
62006362034042,55,0.7200171188000001,203014032
62006362056118,16,0.5311090501,1172105111
62006362039278,4,0.0613992279,128020
62006362062130,16,0.3364386763,50224016
62006362002224,8,0.24077060930000002,61012
62006362111069,218,2.4688777803,34574012
62006362041383,1,0.1428571429,1004
62006362044103,2,0.0338501292,2008
62006362107550,3,0.0361445783,3011
62006362040350,3,0.0627773323,3012
62006362103055,2,0.0689655172,2007
62006362068335,186,5.4590828054,127751030
62006362110534,2,0.022471910100000003,2007
62006362109496,11,0.12761716780000001,16537007
62006362107306,3,0.0448275862,3011
62006362103675,5,0.1943376702,30035003
62006362041305,1,0.1428571429,1004
62006362024476,4,0.059764309800000005,22008
62006362111862,2,0.022471910100000003,801004
62006362026485,8,0.1555641124,270000000
62006362065605,1,0.0117647059,1002
62006362038059,2,0.0408163265,2011
62006362034647,590,24.6962616306,35286607
62006362109075,135,1.6359157038,18912007
62006362061347,2,0.064516129,11004
62006362026757,296,12.2042124192,192349107
62006362010622,219,6.4601935102,117057126
62006362025090,627,14.0341701558,483816123
62006362052464,179,10.3013021391,80741012
62006362033743,195,4.6550408414,77346012
62006362104007,181,4.6723786411,66214015
62006362050549,36,1.3472836926,17973012
62006362055269,179,12.5714211128,2756207018
62006362041225,310,19.5571821468,247598312
62006362109882,4,0.0507199341,87007
62006362037169,60,1.3935313335,146635919
62006362007225,50,0.8588208189000001,17007012
62006362004311,73,1.8746317404,111293361
62006362050823,82,2.727784892,2330055119
62006362062661,119,2.3113240503,172026607
62006362063313,17,0.3202256087,1112265052
62006362046463,266,21.9096133623,409546109
62006362042349,60,1.3896480075,91942034
62006362038517,6,0.6764544931,6029
62006362028991,1708,86.7432302965,455952838
62006362066133,92,6.9910556593,3754463012
62006362033377,293,21.0312614466,39321512
62006362027680,74,1.5365246510000001,76336032
62006362103801,65,5.0472551575,529368727
62006362064874,55,2.4861221886,136904015
62006362103282,82,1.0881397638,181888789
62006362100603,144,6.1565445088,46203012
62006362064178,83,4.779225677,50560000
62006362107480,239,3.1179533622,14349106
62006362065184,106,8.4020878079,116894512
62006362068858,145,7.4219087145,112343012
62006362030283,900,31.9858752118,841833512
62006362062480,46,1.5290974459000002,1825793016
62006362013246,537,26.4829458402,1147222107
62006362012579,2087,34.1594570184,251148535
62006362016413,9,0.1889772951,8323012
62006362054360,182,11.017336714,133612107
62006362049757,19,0.4168299958,121844012
62006362017048,2261,173.989097752,328705021
62006362059284,57,1.1943075073,251811000
62006362108715,9,0.1200334698,6313011
62006362064970,469,9.4198528354,157647683
62006362051152,24,2.2979479275,2350098000
62006362064534,55,5.0493065211,963426004
62006362107807,67,1.0004455807,14439043
62006362025058,202,7.5531555429,138674108
62006362029496,14,0.2823700162,273504107
62006362053725,243,12.4978995216,3339204109
62006362064887,104,4.565996538,1170629008
62006362066330,27,1.0896452983,2682894016
62006362103008,7,0.21794429710000002,25304012
62006362061302,64,4.2486079805,18429032
62006362103347,566,14.2885415964,363124005
62006362046884,136,2.9254268885,608605036
62006362048176,908,53.1392387273,1279607508
62006362006623,50,0.7488687083000001,11959024
62006362064849,139,6.9120036942,162087017
62006362016951,384,6.7565819612,97790123
62006362030642,3498,102.0221438515,6510412429
62006362045330,76,6.700584257,19589515
62006362008265,44,1.103283028,4893005020
62006362041634,453,37.4318543056,90193512
62006362039872,24,0.8197751462,20507036
62006362045230,268,16.892962537,91294103
62006362037075,220,4.3954698415,58469022
62006362021793,162,5.9518941797,73510021
62006362034803,53,0.7869314318,32549032
62006362062038,522,29.3656033289,836402004
62006362056082,80,2.452117939,741308103
62006362021790,185,8.8241732073,116419108
62006362002733,70,2.1507327606,7279012
62006362064096,182,18.6134226183,761389504
62006362019058,40,0.7451506641000001,3024644107
62006362055347,178,8.3717997139,61429220107
62006362006779,117,6.4307677778,82274012
62006362035339,66,6.1247772029,24985012
62006362055407,78,1.5121717221000002,831903012
62006362105526,689,11.9518908403,105971526
62006362038727,127,6.7366368153,43382028
62006362104645,20,0.5999482711,308626035
62006362066666,49,3.4000201213,129289008
62006362104968,619,10.8474278198,45900115
62006362034569,15,0.2328584088,6333020
62006362038067,94,4.5429229878,23738012
62006362109059,174,2.2270537206,279603009
62006362108148,14,0.1791908391,19802007
62006362100919,20,1.7112088732,70453012
62006362056108,6,0.17618662370000002,6040
62006362067981,48,1.5415445602,112105021
62006362063716,30,3.248375541,53053012
62006362032160,79,4.0325504687,5204024
62006362067101,15,0.7459569142,172854015
62006362041718,98,1.3464885576,165034013
62006362060777,45,3.3927852608,295551004
62006362064676,235,6.1888369205,63641016
62006362003381,221,6.7727609117,483534071
62006362103426,7,0.2427996373,43503012
62006362065485,18,1.5903543647,597586000
62006362106965,90,1.3707892083,33138012
62006362053799,46,2.4285091656,3608865112
62006362106896,85,1.2622701295,197760011
62006362066556,253,9.7602950928,323743051
62006362044049,24,1.9877047602000002,124616000
62006362021724,79,1.2789203293,61454013
62006362043227,10,0.2181192784,80303020
62006362104702,192,4.8827979578,69419015
62006362111816,2,0.022727272700000002,2007
62006362056963,25,0.5916490036000001,415978607
62006362106636,397,6.5560927674,195791606
62006362013501,115,7.1028862823,336490412
62006362041668,39,1.8434903564,678006032
62006362048192,139,1.7367659143,193995018
62006362040444,29,0.5114376538000001,5202013
62006362041811,37,2.8356746568,12090000
62006362104638,24,0.6602469624,22907022
62006362108956,384,4.7649130632,40553107
62006362038475,40,5.8380485457999995,58303020
62006362038772,3,0.30681818180000003,3023
62006362106513,86,1.450061658,13482011
62006362066168,59,7.5905598095,397199304
62006362104893,165,5.4883672686,513208905
62006362067172,99,5.2996066627000005,273069024
62006362060021,6,0.1201999151,20803012
62006362104916,10,0.2730896906,9143031
62006362064051,16,1.3660430093,39633012
62006362059141,1,0.25,1004
62006362036856,158,2.5152487219,193325108
62006362054793,44,2.346745379,1304003012
62006362051288,20,0.3266385114,108054107
62006362045189,20,0.6969194075,59983012
62006362109476,3,0.0369484198,21502007
62006362046653,110,3.9550956491,647456012
62006362035193,143,2.5294955572999998,30662012
62006362039424,8,2.0364677517,60303101
62006362103443,81,3.5182618664,26059008
62006362025798,27,0.4843909059,1067894024
62006362027110,5,0.1325396825,14016
62006362056320,19,0.4209490758,4149037
62006362054528,57,14.3527773323,21073012
62006362019221,1,0.058823529400000005,1004
62006362040222,8,0.15992937440000002,13904022
62006362066183,13,2.034264547,151753012
62006362107874,26,0.3867993058,10706119
62006362065232,399,16.2733458776,326129107
62006362104451,18,0.3744220397,8965033
62006362110779,3,0.0338383838,1002007
62006362102330,24,0.6116117034,66876023
62006362059867,59,1.0974160543,4094107
62006362064409,5,0.1541496599,14018
62006362110588,56,0.6288358477,12908028
62006362021691,79,1.8926516100000002,104244017
62006362109860,4,0.051982479000000005,23011
62006362109371,3,0.0402831372,6501004
62006362067435,2,0.0502262443,2008
62006362063461,65,4.3219819515,2661171004
62006362109564,3,0.035555555600000004,12006
62006362066438,19,0.5397507834,33243012
62006362062969,9,0.3294740973,10342012
62006362110254,64,0.7355467586000001,5970000
62006362022938,5,0.1325396825,14016
62006362065200,10,0.2544052263,229030
62006362024149,1,0.011111111100000001,1004
62006362005969,3,0.062926164,3012
62006362104631,8,0.2799341345,110017
62006362037813,2,0.022222222200000002,11004
62006362055980,440,19.4287162423,80043012
62006362060992,7,0.1147540984,15401004
62006362011350,5,0.1332053102,14016
62006362103919,12,0.2225872247,5823011
62006362110990,8,0.0936018124,463009
62006362057886,4,0.059090909100000005,22008
62006362021997,6,0.14681186870000001,6119
62006362045762,1,0.0204081633,1002
62006362102183,5,0.0703703704,14018
62006362039054,7,0.29580306700000003,140003020
62006362047167,3,0.0499914552,3010
62006362037455,278,13.8873452793,5259893827
62006362003664,1,0.0384615385,1004
62006362067748,10,0.44500231570000004,4848015
62006362028220,3,0.051322751300000004,12016
62006362056703,3,0.5153846154,12008
62006362110174,2,0.025974026,2004
62006362107226,3,0.0577065369,21003
62006362037927,5,0.1169661734,5034
62006362111690,7,0.0799463145,742007
62006362112048,1,0.0112359551,1002
62006362111381,2,0.022471910100000003,2007
62006362027202,984,31.8270546914,1099535028
62006362100046,3,0.0448275862,3011
62006362100376,2,0.037037037,2011
62006362111071,1,0.011627907000000002,1002
62006362064266,11,0.1566232175,13362008
62006362056639,588,32.2400073298,409914912
62006362041734,276,14.7795373109,489702107
62006362034649,1178,98.8538191005,159994414
62006362064362,7,0.15742327790000002,11613012
62006362045834,5,0.3102035502,7502008
62006362054000,221,4.8406831738000005,369049337
62006362027246,85,1.9679670719,186755028
62006362011990,348,9.7638359604,356519043
62006362011097,188,3.0695875717,1204673013
62006362010614,135,2.6055200333,166761017
62006362101608,269,5.4426235982,1398269516
62006362103246,256,18.6421276253,633804015
62006362102458,302,13.4002972777,549555508
62006362043781,180,4.2858171158000005,465756023
62006362045370,49,1.1599493087,319605112
62006362049093,413,35.4371457592,21917045018
62006362002721,446,27.9250622043,1324474107
62006362034388,55,0.9893160952000001,201301030
62006362104599,155,3.5052562225,58675015
62006362065572,261,9.5123226023,1796794004
62006362100010,76,3.9927468366000003,29121004
62006362056270,30,1.0663817897,68318035
62006362056219,8,0.2660398766,26027
62006362065911,57,7.3800542708,1198503103
62006362061780,2747,46.5504435987,1691680031
62006362037076,61,2.0896672669,3352555029
62006362041864,170,7.5125732716,1839219107
62006362039292,50,0.8745345383,95150018
62006362009434,670,18.6012031864,180712123
62006362110047,25,0.2878812925,13368010
62006362064344,35,1.0782423492,3560000
62006362059307,104,4.2373314748,9121995008
62006362056539,20,0.840993756,2308012
62006362026449,869,41.8964679977,141950016
62006362033588,42,1.7978513727,3433604107
62006362021539,2777,140.3089974084,590415008
62006362061919,860,37.1016460046,790015031
62006362047654,151,16.5306150329,777253008
